File Name: 12_Sample14_device3_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;13:29:38;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;Time (s);IDrain (A);;Time_500uA (s);IDrain_dark (A);;Time_500uA (s);IDrain_raw (A);Fit (A);dI (A)
7.18E+05;1.00E+00;9.57E-10;5.00E+01;5.11E-09;;;;718.00;9.57E-10;;;;;;;;
7.19E+05;1.00E+00;9.63E-10;5.00E+01;5.11E-09;;;;718.50;9.63E-10;;;;;;;;
7.19E+05;1.00E+00;9.55E-10;5.00E+01;5.11E-09;;;;719.00;9.55E-10;;;;;;;;
7.20E+05;1.00E+00;9.89E-10;5.00E+01;5.11E-09;;;;719.50;9.89E-10;;;;;;;;
7.20E+05;1.00E+00;7.80E-10;5.00E+01;2.20E-10;;;;720.00;7.80E-10;;;;;;;;
7.21E+05;1.00E+00;7.37E-10;5.00E+01;6.70E-11;;;;720.50;7.37E-10;;;;;;;;
7.21E+05;1.00E+00;7.26E-10;5.00E+01;4.83E-11;;;;721.00;7.26E-10;;;;;;;;
7.22E+05;1.00E+00;7.23E-10;5.00E+01;4.35E-11;;;;721.50;7.23E-10;;;;;;;;
7.22E+05;1.00E+00;7.12E-10;5.00E+01;4.17E-11;;;;722.00;7.12E-10;;;;;;;;
7.23E+05;1.00E+00;7.23E-10;5.00E+01;4.11E-11;;;;722.50;7.23E-10;;;;;;;;
7.23E+05;1.00E+00;7.18E-10;5.00E+01;4.14E-11;;;;723.00;7.18E-10;;;;;;;;
7.24E+05;1.00E+00;7.19E-10;5.00E+01;4.17E-11;;;;723.50;7.19E-10;;;;;;;;
7.24E+05;1.00E+00;7.15E-10;5.00E+01;4.18E-11;;;;724.00;7.15E-10;;;;;;;;
7.25E+05;1.00E+00;7.20E-10;5.00E+01;4.21E-11;;;;724.50;7.20E-10;;;;;;;;
7.25E+05;1.00E+00;7.23E-10;5.00E+01;4.29E-11;;;;725.00;7.23E-10;;;;;;;;
7.26E+05;1.00E+00;7.20E-10;5.00E+01;4.29E-11;;;;725.50;7.20E-10;;;;;;;;
7.26E+05;1.00E+00;7.20E-10;5.00E+01;4.30E-11;;;;726.00;7.20E-10;;;;;;;;
7.27E+05;1.00E+00;7.19E-10;5.00E+01;4.33E-11;;;;726.50;7.19E-10;;;;;;;;
7.27E+05;1.00E+00;7.23E-10;5.00E+01;4.31E-11;;;;727.00;7.23E-10;;;;;;;;
7.28E+05;1.00E+00;7.13E-10;5.00E+01;4.27E-11;;;;727.50;7.13E-10;;;;;;;;
7.28E+05;1.00E+00;7.11E-10;5.00E+01;4.27E-11;;;;728.00;7.11E-10;;;;;;;;
7.29E+05;1.00E+00;7.21E-10;5.00E+01;4.26E-11;;;;728.50;7.21E-10;;;;;;;;
7.29E+05;1.00E+00;7.06E-10;5.00E+01;4.21E-11;;;;729.00;7.06E-10;;;;;;;;
7.30E+05;1.00E+00;6.99E-10;5.00E+01;4.22E-11;;;;729.50;6.99E-10;;;;;;;;
7.30E+05;1.00E+00;9.63E-10;5.00E+01;5.16E-09;;;;730.00;9.63E-10;;;;;;;;
7.31E+05;1.00E+00;9.57E-10;5.00E+01;5.13E-09;;;;730.50;9.57E-10;;;;;;;;
7.31E+05;1.00E+00;9.65E-10;5.00E+01;5.13E-09;;;;731.00;9.65E-10;;;;;;;;
7.32E+05;1.00E+00;9.47E-10;5.00E+01;5.13E-09;;;;731.50;9.47E-10;;;;;;;;
7.32E+05;1.00E+00;9.58E-10;5.00E+01;5.12E-09;;;;732.00;9.58E-10;;;;;;;;
7.33E+05;1.00E+00;9.58E-10;5.00E+01;5.13E-09;;;;732.50;9.58E-10;;;;;;;;
7.33E+05;1.00E+00;9.68E-10;5.00E+01;5.13E-09;;;;733.00;9.68E-10;;;;;;;;
7.34E+05;1.00E+00;9.69E-10;5.00E+01;5.12E-09;;;;733.50;9.69E-10;;;;;;;;
7.34E+05;1.00E+00;9.84E-10;5.00E+01;5.13E-09;;;;734.00;9.84E-10;;;;;;;;
7.35E+05;1.00E+00;9.87E-10;5.00E+01;5.12E-09;;;;734.50;9.87E-10;;;;;;;;
7.35E+05;1.00E+00;9.68E-10;5.00E+01;5.12E-09;;;;735.00;9.68E-10;;;;;;;;
7.36E+05;1.00E+00;9.74E-10;5.00E+01;5.12E-09;;;;735.50;9.74E-10;;;;;;;;
7.36E+05;1.00E+00;9.71E-10;5.00E+01;5.12E-09;;;;736.00;9.71E-10;;;;;;;;
7.37E+05;1.00E+00;9.68E-10;5.00E+01;5.12E-09;;;;736.50;9.68E-10;;;;;;;;
7.37E+05;1.00E+00;9.54E-10;5.00E+01;5.12E-09;;;;737.00;9.54E-10;;;;;;;;
7.38E+05;1.00E+00;9.54E-10;5.00E+01;5.12E-09;;;;737.50;9.54E-10;;;;;;;;
7.38E+05;1.00E+00;9.40E-10;5.00E+01;5.12E-09;;;;738.00;9.40E-10;;;;;;;;
7.39E+05;1.00E+00;9.85E-10;5.00E+01;5.12E-09;;;;738.50;9.85E-10;;;;;;;;
7.39E+05;1.00E+00;9.90E-10;5.00E+01;5.12E-09;;;;739.00;9.90E-10;;;;;;;;
7.40E+05;1.00E+00;9.80E-10;5.00E+01;5.12E-09;;;;739.50;9.80E-10;;;;;;;;
7.40E+05;1.00E+00;7.76E-10;5.00E+01;2.67E-10;;;;740.00;7.76E-10;;;;;;;;
7.41E+05;1.00E+00;7.22E-10;5.00E+01;6.86E-11;;;;740.50;7.22E-10;;;;;;;;
7.41E+05;1.00E+00;7.02E-10;5.00E+01;4.86E-11;;;;741.00;7.02E-10;;;;;;;;
7.42E+05;1.00E+00;6.99E-10;5.00E+01;4.42E-11;;;;741.50;6.99E-10;;;;;;;;
7.42E+05;1.00E+00;7.05E-10;5.00E+01;4.32E-11;;;;742.00;7.05E-10;;;;;;;;
7.43E+05;1.00E+00;6.92E-10;5.00E+01;4.27E-11;;;;742.50;6.92E-10;;;;;;;;
7.43E+05;1.00E+00;7.01E-10;5.00E+01;4.25E-11;;;;743.00;7.01E-10;;;;;;;;
7.44E+05;1.00E+00;7.03E-10;5.00E+01;4.19E-11;;;;743.50;7.03E-10;;;;;;;;
7.44E+05;1.00E+00;7.04E-10;5.00E+01;4.22E-11;;;;744.00;7.04E-10;;;;;;;;
7.45E+05;1.00E+00;7.04E-10;5.00E+01;4.17E-11;;;;744.50;7.04E-10;;;;;;;;
7.45E+05;1.00E+00;7.03E-10;5.00E+01;4.16E-11;;;;745.00;7.03E-10;;;;;;;;
7.46E+05;1.00E+00;7.07E-10;5.00E+01;4.15E-11;;;;745.50;7.07E-10;;;;;;;;
7.46E+05;1.00E+00;7.16E-10;5.00E+01;4.14E-11;;;;746.00;7.16E-10;;;;;;;;
7.47E+05;1.00E+00;7.14E-10;5.00E+01;4.14E-11;;;;746.50;7.14E-10;;;;;;;;
7.47E+05;1.00E+00;7.16E-10;5.00E+01;4.14E-11;;;;747.00;7.16E-10;;;;;;;;
7.48E+05;1.00E+00;7.14E-10;5.00E+01;4.17E-11;;;;747.50;7.14E-10;;;;;;;;
7.48E+05;1.00E+00;7.09E-10;5.00E+01;4.14E-11;;;;748.00;7.09E-10;;;;;;;;
7.49E+05;1.00E+00;7.06E-10;5.00E+01;4.11E-11;;;;748.50;7.06E-10;;;;;;;;
7.49E+05;1.00E+00;7.05E-10;5.00E+01;4.17E-11;;;;749.00;7.05E-10;;;;;;;;
7.50E+05;1.00E+00;7.13E-10;5.00E+01;4.15E-11;;;;749.50;7.13E-10;;;;;;;;
7.50E+05;1.00E+00;9.92E-10;5.00E+01;5.18E-09;;;;750.00;9.92E-10;;;;;;;;
7.51E+05;1.00E+00;9.90E-10;5.00E+01;5.14E-09;;;;750.50;9.90E-10;;;;;;;;
7.51E+05;1.00E+00;9.74E-10;5.00E+01;5.14E-09;;;;751.00;9.74E-10;;;;;;;;
7.52E+05;1.00E+00;9.71E-10;5.00E+01;5.15E-09;;;;751.50;9.71E-10;;;;;;;;
7.52E+05;1.00E+00;9.66E-10;5.00E+01;5.15E-09;;;;752.00;9.66E-10;;;;;;;;
7.53E+05;1.00E+00;9.64E-10;5.00E+01;5.15E-09;;;;752.50;9.64E-10;;;;;;;;
7.53E+05;1.00E+00;9.75E-10;5.00E+01;5.15E-09;;;;753.00;9.75E-10;;;;;;;;
7.54E+05;1.00E+00;9.68E-10;5.00E+01;5.15E-09;;;;753.50;9.68E-10;;;;;;;;
7.54E+05;1.00E+00;9.74E-10;5.00E+01;5.14E-09;;;;754.00;9.74E-10;;;;;;;;
7.55E+05;1.00E+00;9.72E-10;5.00E+01;5.14E-09;;;;754.50;9.72E-10;;;;;;;;
7.55E+05;1.00E+00;9.69E-10;5.00E+01;5.15E-09;;;;755.00;9.69E-10;;;;;;;;
7.56E+05;1.00E+00;9.65E-10;5.00E+01;5.14E-09;;;;755.50;9.65E-10;;;;;;;;
7.56E+05;1.00E+00;9.66E-10;5.00E+01;5.14E-09;;;;756.00;9.66E-10;;;;;;;;
7.57E+05;1.00E+00;9.59E-10;5.00E+01;5.14E-09;;;;756.50;9.59E-10;;;;;;;;
7.57E+05;1.00E+00;9.48E-10;5.00E+01;5.14E-09;;;;757.00;9.48E-10;;;;;;;;
7.58E+05;1.00E+00;9.44E-10;5.00E+01;5.14E-09;;;;757.50;9.44E-10;;;;;;;;
7.58E+05;1.00E+00;9.58E-10;5.00E+01;5.14E-09;;;;758.00;9.58E-10;;;;;;;;
7.59E+05;1.00E+00;9.53E-10;5.00E+01;5.14E-09;;;;758.50;9.53E-10;;;;;;;;
7.59E+05;1.00E+00;9.46E-10;5.00E+01;5.14E-09;;;;759.00;9.46E-10;;;;;;;;
7.60E+05;1.00E+00;9.55E-10;5.00E+01;5.14E-09;;;;759.50;9.55E-10;;;;;;;;
7.60E+05;1.00E+00;7.46E-10;5.00E+01;3.43E-10;;;;760.00;7.46E-10;;;;;;;;
7.61E+05;1.00E+00;7.08E-10;5.00E+01;7.15E-11;;;;760.50;7.08E-10;;;;;;;;
7.61E+05;1.00E+00;6.96E-10;5.00E+01;4.87E-11;;;;761.00;6.96E-10;;;;;;;;
7.62E+05;1.00E+00;6.92E-10;5.00E+01;4.38E-11;;;;761.50;6.92E-10;;;;;;;;
7.62E+05;1.00E+00;6.98E-10;5.00E+01;4.17E-11;;;;762.00;6.98E-10;;;;;;;;
7.63E+05;1.00E+00;7.10E-10;5.00E+01;4.15E-11;;;;762.50;7.10E-10;;;;;;;;
7.63E+05;1.00E+00;7.12E-10;5.00E+01;4.19E-11;;;;763.00;7.12E-10;;;;;;;;
7.64E+05;1.00E+00;6.93E-10;5.00E+01;4.07E-11;;;;763.50;6.93E-10;;;;;;;;
7.64E+05;1.00E+00;6.97E-10;5.00E+01;4.12E-11;;;;764.00;6.97E-10;;;;;;;;
7.65E+05;1.00E+00;7.00E-10;5.00E+01;4.12E-11;;;;764.50;7.00E-10;;;;;;;;
7.65E+05;1.00E+00;7.00E-10;5.00E+01;4.08E-11;;;;765.00;7.00E-10;;;;;;;;
7.66E+05;1.00E+00;7.02E-10;5.00E+01;4.15E-11;;;;765.50;7.02E-10;;;;;;;;
7.66E+05;1.00E+00;7.10E-10;5.00E+01;4.11E-11;;;;766.00;7.10E-10;;;;;;;;
7.67E+05;1.00E+00;7.01E-10;5.00E+01;4.11E-11;;;;766.50;7.01E-10;;;;;;;;
7.67E+05;1.00E+00;7.01E-10;5.00E+01;4.17E-11;;;;767.00;7.01E-10;;;;;;;;
7.68E+05;1.00E+00;7.14E-10;5.00E+01;4.18E-11;;;;767.50;7.14E-10;;;;;;;;
7.68E+05;1.00E+00;7.15E-10;5.00E+01;4.14E-11;;;;768.00;7.15E-10;;;;;;;;
7.69E+05;1.00E+00;7.14E-10;5.00E+01;4.18E-11;;;;768.50;7.14E-10;;;;;;;;
7.69E+05;1.00E+00;7.15E-10;5.00E+01;4.20E-11;;;;769.00;7.15E-10;;;;;;;;
7.70E+05;1.00E+00;7.16E-10;5.00E+01;4.16E-11;;;;769.50;7.16E-10;;;;;;;;
7.70E+05;1.00E+00;9.87E-10;5.00E+01;5.22E-09;;;;770.00;9.87E-10;;;;;;;;
7.71E+05;1.00E+00;9.82E-10;5.00E+01;5.18E-09;;;;770.50;9.82E-10;;;;;;;;
7.71E+05;1.00E+00;9.80E-10;5.00E+01;5.18E-09;;;;771.00;9.80E-10;;;;;;;;
7.72E+05;1.00E+00;9.62E-10;5.00E+01;5.18E-09;;;;771.50;9.62E-10;;;;;;;;
7.72E+05;1.00E+00;9.51E-10;5.00E+01;5.18E-09;;;;772.00;9.51E-10;;;;;;;;
7.73E+05;1.00E+00;9.71E-10;5.00E+01;5.18E-09;;;;772.50;9.71E-10;;;;;;;;
7.73E+05;1.00E+00;9.58E-10;5.00E+01;5.18E-09;;;;773.00;9.58E-10;;;;;;;;
7.74E+05;1.00E+00;9.45E-10;5.00E+01;5.18E-09;;;;773.50;9.45E-10;;;;;;;;
7.74E+05;1.00E+00;9.44E-10;5.00E+01;5.18E-09;;;;774.00;9.44E-10;;;;;;;;
7.75E+05;1.00E+00;9.55E-10;5.00E+01;5.18E-09;;;;774.50;9.55E-10;;;;;;;;
7.75E+05;1.00E+00;9.55E-10;5.00E+01;5.18E-09;;;;775.00;9.55E-10;;;;;;;;
7.76E+05;1.00E+00;9.45E-10;5.00E+01;5.18E-09;;;;775.50;9.45E-10;;;;;;;;
7.76E+05;1.00E+00;9.58E-10;5.00E+01;5.18E-09;;;;776.00;9.58E-10;;;;;;;;
7.77E+05;1.00E+00;9.51E-10;5.00E+01;5.18E-09;;;;776.50;9.51E-10;;;;;;;;
7.77E+05;1.00E+00;9.48E-10;5.00E+01;5.18E-09;;;;777.00;9.48E-10;;;;;;;;
7.78E+05;1.00E+00;9.43E-10;5.00E+01;5.18E-09;;;;777.50;9.43E-10;;;;;;;;
7.78E+05;1.00E+00;9.45E-10;5.00E+01;5.18E-09;;;;778.00;9.45E-10;;;;;;;;
7.79E+05;1.00E+00;9.61E-10;5.00E+01;5.18E-09;;;;778.50;9.61E-10;;;;;;;;
7.79E+05;1.00E+00;9.59E-10;5.00E+01;5.18E-09;;;;779.00;9.59E-10;;;;;;;;
7.80E+05;1.00E+00;9.73E-10;5.00E+01;5.17E-09;;;;779.50;9.73E-10;;;;;;;;
7.80E+05;1.00E+00;7.92E-10;5.00E+01;5.16E-10;;;;780.00;7.92E-10;;;;;;;;
7.81E+05;1.00E+00;7.48E-10;5.00E+01;7.49E-11;;;;780.50;7.48E-10;;;;;;;;
7.81E+05;1.00E+00;7.32E-10;5.00E+01;5.19E-11;;;;781.00;7.32E-10;;;;;;;;
7.82E+05;1.00E+00;7.38E-10;5.00E+01;4.59E-11;;;;781.50;7.38E-10;;;;;;;;
7.82E+05;1.00E+00;7.41E-10;5.00E+01;4.32E-11;;;;782.00;7.41E-10;;;;;;;;
7.83E+05;1.00E+00;7.31E-10;5.00E+01;4.24E-11;;;;782.50;7.31E-10;;;;;;;;
7.83E+05;1.00E+00;7.23E-10;5.00E+01;4.21E-11;;;;783.00;7.23E-10;;;;;;;;
7.84E+05;1.00E+00;7.25E-10;5.00E+01;4.15E-11;;;;783.50;7.25E-10;;;;;;;;
7.84E+05;1.00E+00;7.21E-10;5.00E+01;4.14E-11;;;;784.00;7.21E-10;;;;;;;;
7.85E+05;1.00E+00;7.24E-10;5.00E+01;4.15E-11;;;;784.50;7.24E-10;;;;;;;;
7.85E+05;1.00E+00;7.32E-10;5.00E+01;4.13E-11;;;;785.00;7.32E-10;;;;;;;;
7.86E+05;1.00E+00;7.36E-10;5.00E+01;4.14E-11;;;;785.50;7.36E-10;;;;;;;;
7.86E+05;1.00E+00;7.27E-10;5.00E+01;4.15E-11;;;;786.00;7.27E-10;;;;;;;;
7.87E+05;1.00E+00;7.38E-10;5.00E+01;4.17E-11;;;;786.50;7.38E-10;;;;;;;;
7.87E+05;1.00E+00;7.47E-10;5.00E+01;4.16E-11;;;;787.00;7.47E-10;;;;;;;;
7.88E+05;1.00E+00;7.42E-10;5.00E+01;4.15E-11;;;;787.50;7.42E-10;;;;;;;;
7.88E+05;1.00E+00;7.49E-10;5.00E+01;4.13E-11;;;;788.00;7.49E-10;;;;;;;;
7.89E+05;1.00E+00;7.41E-10;5.00E+01;4.12E-11;;;;788.50;7.41E-10;;;;;;;;
7.89E+05;1.00E+00;7.36E-10;5.00E+01;4.15E-11;;;;789.00;7.36E-10;;;;;;;;
7.90E+05;1.00E+00;7.34E-10;5.00E+01;4.19E-11;;;;789.50;7.34E-10;;;;;;;;
7.90E+05;1.00E+00;7.42E-10;5.00E+01;4.20E-11;;;;790.00;7.42E-10;;;;;;;;
7.91E+05;1.00E+00;7.49E-10;5.00E+01;4.16E-11;;;;790.50;7.49E-10;;;;;;;;
7.91E+05;1.00E+00;7.64E-10;5.00E+01;4.20E-11;;;;791.00;7.64E-10;;;;;;;;
7.92E+05;1.00E+00;7.64E-10;5.00E+01;4.20E-11;;;;791.50;7.64E-10;;;;;;;;
7.92E+05;1.00E+00;7.65E-10;5.00E+01;4.25E-11;;;;792.00;7.65E-10;;;;;;;;
7.93E+05;1.00E+00;7.57E-10;5.00E+01;4.28E-11;;;;792.50;7.57E-10;;;;;;;;
7.93E+05;1.00E+00;7.58E-10;5.00E+01;4.25E-11;;;;793.00;7.58E-10;;;;;;;;
7.94E+05;1.00E+00;7.40E-10;5.00E+01;4.29E-11;;;;793.50;7.40E-10;;;;;;;;
7.94E+05;1.00E+00;7.54E-10;5.00E+01;4.27E-11;;;;794.00;7.54E-10;;;;;;;;
7.95E+05;1.00E+00;7.43E-10;5.00E+01;4.31E-11;;;;794.50;7.43E-10;;;;;;;;
7.95E+05;1.00E+00;7.44E-10;5.00E+01;4.26E-11;;;;795.00;7.44E-10;;;;;;;;
7.96E+05;1.00E+00;7.37E-10;5.00E+01;4.27E-11;;;;795.50;7.37E-10;;;;;;;;
7.96E+05;1.00E+00;7.42E-10;5.00E+01;4.28E-11;;;;796.00;7.42E-10;;;;;;;;
7.97E+05;1.00E+00;7.43E-10;5.00E+01;4.22E-11;;;;796.50;7.43E-10;;;;;;;;
